Value,Cohort,Universe,HHType,Population,SystemPath,ProjectID,ReportRow,ReportID
9,1,-1,1,45,-1,,1,93
423,1,-1,2,22,-1,,1,93
73,1,-1,1,3,-1,,1,93
423,1,-1,2,0,-1,,1,93
219,1,-1,1,0,-1,,1,93
391,1,-1,1,94,-1,,1,93
335,1,-1,1,1,5,,1,93
1028,1,-1,99,17,-1,,1,93
48,1,-1,0,0,9,,1,93
120,1,-1,1,68,-1,,1,93
17,1,-1,0,82,-1,,1,93
15,1,-1,1,0,3,,1,93
950,1,-1,3,12,-1,,1,93
287,1,-1,1,4,-1,,1,93
347,1,-1,1,74,-1,,1,93
440,1,-1,1,23,-1,,1,93
69,1,-1,1,3,5,,1,93
69,1,-1,0,3,5,,1,93
26,1,-1,0,88,-1,,1,93
28,1,-1,0,90,-1,,1,93
22,1,-1,0,89,-1,,1,93
17,1,-1,1,82,-1,,1,93
931,1,-1,1,47,-1,,1,93
496,1,-1,0,20,-1,,1,93
319,1,-1,0,5,-1,,1,93
42,1,-1,0,16,-1,,1,93
79,1,-1,1,7,-1,,1,93
44,1,-1,99,0,5,,1,93
82,1,-1,1,73,-1,,1,93
32,1,-1,1,0,7,,1,93
478,1,-1,1,77,-1,,1,93
81,1,-1,3,22,-1,,1,93
26,1,-1,1,95,-1,,1,93
36,1,-1,1,87,-1,,1,93
1003,1,-1,1,75,-1,,1,93
654,1,-1,1,6,-1,,1,93
539,1,-1,2,15,-1,,1,93
22,1,-1,1,89,-1,,1,93
96,1,-1,1,76,-1,,1,93
440,1,-1,0,23,-1,,1,93
15,1,-1,0,0,3,,1,93
42,1,-1,1,16,-1,,1,93
516,1,-1,3,0,-1,,1,93
954,1,-1,99,18,-1,,1,93
28,1,-1,0,81,-1,,1,93
76,1,-1,1,19,-1,,1,93
976,1,-1,99,22,-1,,1,93
79,1,-1,0,7,-1,,1,93
85,1,-1,1,4,7,,1,93
240,1,-1,1,96,-1,,1,93
31,1,-1,2,0,5,,1,93
9,1,-1,1,39,-1,,1,93
26,1,-1,1,93,-1,,1,93
950,1,-1,1,4,1,,1,93
13,1,-1,0,86,-1,,1,93
647,1,-1,0,6,-1,,1,93
223,1,-1,0,22,-1,,1,93
950,1,-1,1,69,-1,,1,93
210,1,-1,1,17,-1,,1,93
291,1,-1,1,83,-1,,1,93
498,1,-1,1,51,-1,,1,93
553,1,-1,2,0,1,,1,93
1118,1,-1,1,3,1,,1,93
13,1,-1,1,86,-1,,1,93
498,1,-1,1,46,-1,,1,93
17,1,-1,1,3,12,,1,93
28,1,-1,1,90,-1,,1,93
173,1,-1,0,15,-1,,1,93
931,1,-1,1,1,1,,1,93
537,1,-1,1,80,-1,,1,93
76,1,-1,0,19,-1,,1,93
324,1,-1,1,67,-1,,1,93
26,1,-1,0,93,-1,,1,93
17,1,-1,0,0,12,,1,93
26,1,-1,0,95,-1,,1,93
478,1,-1,1,20,-1,,1,93
966,1,-1,1,0,1,,1,93
9,1,-1,1,52,-1,,1,93
582,1,-1,2,6,-1,,1,93
686,1,-1,99,0,1,,1,93
122,1,-1,1,4,5,,1,93
291,1,-1,0,83,-1,,1,93
25,1,-1,1,3,7,,1,93
15,1,-1,1,3,3,,1,93
553,1,-1,2,12,-1,,1,93
17,1,-1,1,0,12,,1,93
323,1,-1,99,0,-1,,1,93
729,1,-1,1,12,-1,,1,93
688,1,-1,99,5,-1,,1,93
931,1,-1,1,41,-1,,1,93
82,1,-1,1,15,-1,,1,93
15,1,-1,1,4,9,,1,93
261,1,-1,0,0,-1,,1,93
25,1,-1,0,3,7,,1,93
307,1,-1,2,11,-1,,1,93
15,1,-1,1,0,9,,1,93
26,1,-1,1,88,-1,,1,93
81,1,-1,3,20,-1,,1,93
17,1,-1,0,3,12,,1,93
307,1,-1,2,17,-1,,1,93
143,1,-1,1,0,5,,1,93
28,1,-1,1,81,-1,,1,93
700,1,-1,0,12,-1,,1,93
492,1,-1,0,18,-1,,1,93
686,1,-1,99,12,-1,,1,93
400,1,-1,1,18,-1,,1,93
81,1,-1,3,10,-1,,1,93
92,1,-1,1,72,-1,,1,93
32,1,-1,0,0,7,,1,93
81,1,-1,3,5,-1,,1,93
790,1,-1,0,0,1,,1,93
950,1,-1,3,0,1,,1,93
110,1,-1,0,0,5,,1,93
946,1,-1,99,20,-1,,1,93
73,1,-1,0,3,-1,,1,93
233,1,-1,1,79,-1,,1,93
582,1,-1,2,5,-1,,1,93
391,1,-1,0,94,-1,,1,93
238,1,-1,0,17,-1,,1,93
242,1,-1,1,5,-1,,1,93
1118,1,-1,0,3,1,,1,93
36,1,-1,0,87,-1,,1,93
15,1,-1,0,3,3,,1,93
484,1,-1,1,1,-1,,1,93
85,1,-1,1,8,-1,,1,93
164,1,-1,1,22,-1,,1,93
81,1,-1,3,0,9,,1,93
106,1,-1,1,86,-1,,2,93
267,1,-1,1,19,-1,,2,93
52,1,-1,1,6,-1,,2,93
318,1,-1,1,5,-1,,2,93
164,1,-1,1,90,-1,,2,93
926,1,-1,1,3,3,,2,93
318,1,-1,0,5,-1,,2,93
223,1,-1,1,95,-1,,2,93
174,1,-1,0,93,-1,,2,93
248,1,-1,1,8,-1,,2,93
1033,1,-1,1,49,-1,,2,93
186,1,-1,0,18,-1,,2,93
267,1,-1,0,19,-1,,2,93
1032,1,-1,1,69,-1,,2,93
131,1,-1,0,3,6,,2,93
176,1,-1,1,3,-1,,2,93
225,1,-1,1,22,-1,,2,93
937,1,-1,99,12,-1,,2,93
52,1,-1,0,6,-1,,2,93
134,1,-1,0,82,-1,,2,93
209,1,-1,1,15,-1,,2,93
186,1,-1,1,18,-1,,2,93
223,1,-1,0,95,-1,,2,93
212,1,-1,1,88,-1,,2,93
926,1,-1,0,0,3,,2,93
453,1,-1,1,20,-1,,2,93
937,1,-1,99,0,2,,2,93
52,1,-1,1,16,-1,,2,93
512,1,-1,0,0,12,,2,93
721,1,-1,1,72,-1,,2,93
937,1,-1,99,0,-1,,2,93
300,1,-1,0,7,-1,,2,93
106,1,-1,0,86,-1,,2,93
1033,1,-1,1,41,-1,,2,93
992,1,-1,0,0,2,,2,93
503,1,-1,1,67,-1,,2,93
234,1,-1,0,22,-1,,2,93
148,1,-1,1,0,6,,2,93
90,1,-1,0,3,7,,2,93
397,1,-1,1,77,-1,,2,93
131,1,-1,1,3,6,,2,93
134,1,-1,1,82,-1,,2,93
944,1,-1,0,3,2,,2,93
121,1,-1,1,4,7,,2,93
987,1,-1,1,12,-1,,2,93
1092,1,-1,1,76,-1,,2,93
926,1,-1,0,3,3,,2,93
64,1,-1,1,94,-1,,2,93
231,1,-1,0,89,-1,,2,93
512,1,-1,0,3,12,,2,93
1012,1,-1,1,4,2,,2,93
1033,1,-1,1,1,-1,,2,93
215,1,-1,0,17,-1,,2,93
52,1,-1,0,87,-1,,2,93
453,1,-1,0,20,-1,,2,93
931,1,-1,0,83,-1,,2,93
457,1,-1,1,4,-1,,2,93
254,1,-1,0,81,-1,,2,93
531,1,-1,1,96,-1,,2,93
90,1,-1,1,3,7,,2,93
94,1,-1,0,0,7,,2,93
937,1,-1,99,22,-1,,2,93
40,1,-1,1,91,-1,,2,93
176,1,-1,0,3,-1,,2,93
215,1,-1,1,17,-1,,2,93
1033,1,-1,1,1,2,,2,93
512,1,-1,1,3,12,,2,93
231,1,-1,1,89,-1,,2,93
1033,1,-1,1,51,-1,,2,93
64,1,-1,0,23,-1,,2,93
222,1,-1,1,0,-1,,2,93
931,1,-1,1,83,-1,,2,93
254,1,-1,1,81,-1,,2,93
333,1,-1,1,74,-1,,2,93
52,1,-1,0,16,-1,,2,93
64,1,-1,1,23,-1,,2,93
291,1,-1,1,4,6,,2,93
81,1,-1,1,75,-1,,2,93
512,1,-1,1,0,12,,2,93
174,1,-1,1,93,-1,,2,93
300,1,-1,1,7,-1,,2,93
926,1,-1,1,0,3,,2,93
40,1,-1,0,91,-1,,2,93
1033,1,-1,1,40,-1,,2,93
230,1,-1,0,0,-1,,2,93
944,1,-1,1,3,2,,2,93
457,1,-1,1,79,-1,,2,93
209,1,-1,0,15,-1,,2,93
64,1,-1,0,94,-1,,2,93
94,1,-1,1,0,7,,2,93
164,1,-1,0,90,-1,,2,93
212,1,-1,0,88,-1,,2,93
148,1,-1,0,0,6,,2,93
66,1,-1,1,68,-1,,2,93
982,1,-1,0,12,-1,,2,93
52,1,-1,1,87,-1,,2,93
1002,1,-1,1,0,2,,2,93
516,1,-1,3,0,-1,,3,93
849,1,-1,0,12,-1,,3,93
344,1,-1,1,4,-1,,3,93
125,1,-1,0,0,7,,3,93
271,1,-1,1,7,-1,,3,93
278,1,-1,0,17,-1,,3,93
396,1,-1,1,96,-1,,3,93
262,1,-1,1,0,-1,,3,93
223,1,-1,0,94,-1,,3,93
227,1,-1,0,95,-1,,3,93
223,1,-1,1,94,-1,,3,93
81,1,-1,3,5,-1,,3,93
40,1,-1,1,91,-1,,3,93
950,1,-1,3,12,-1,,3,93
931,1,-1,1,47,-1,,3,93
1033,1,-1,1,40,-1,,3,93
331,1,-1,1,5,-1,,3,93
264,1,-1,1,17,-1,,3,93
423,1,-1,2,22,-1,,3,93
9,1,-1,1,52,-1,,3,93
263,1,-1,1,81,-1,,3,93
9,1,-1,1,45,-1,,3,93
349,1,-1,99,0,-1,,3,93
367,1,-1,0,5,-1,,3,93
241,1,-1,1,89,-1,,3,93
82,1,-1,1,73,-1,,3,93
107,1,-1,1,86,-1,,3,93
241,1,-1,0,89,-1,,3,93
81,1,-1,3,20,-1,,3,93
179,1,-1,1,93,-1,,3,93
979,1,-1,1,12,-1,,3,93
184,1,-1,1,15,-1,,3,93
255,1,-1,1,8,-1,,3,93
125,1,-1,1,0,7,,3,93
498,1,-1,1,46,-1,,3,93
193,1,-1,0,3,-1,,3,93
520,1,-1,1,3,12,,3,93
1028,1,-1,99,17,-1,,3,93
941,1,-1,0,3,3,,3,93
708,1,-1,99,12,-1,,3,93
210,1,-1,1,19,-1,,3,93
954,1,-1,99,18,-1,,3,93
553,1,-1,2,12,-1,,3,93
520,1,-1,0,3,12,,3,93
401,1,-1,1,67,-1,,3,93
520,1,-1,1,0,12,,3,93
946,1,-1,99,20,-1,,3,93
342,1,-1,1,23,-1,,3,93
60,1,-1,1,16,-1,,3,93
171,1,-1,0,90,-1,,3,93
537,1,-1,1,20,-1,,3,93
217,1,-1,1,88,-1,,3,93
271,1,-1,0,7,-1,,3,93
520,1,-1,0,0,12,,3,93
531,1,-1,0,20,-1,,3,93
688,1,-1,99,5,-1,,3,93
239,1,-1,1,22,-1,,3,93
206,1,-1,1,4,7,,3,93
179,1,-1,0,93,-1,,3,93
88,1,-1,1,87,-1,,3,93
966,1,-1,99,22,-1,,3,93
262,1,-1,1,76,-1,,3,93
145,1,-1,1,82,-1,,3,93
81,1,-1,3,10,-1,,3,93
539,1,-1,2,15,-1,,3,93
116,1,-1,1,3,7,,3,93
941,1,-1,1,0,3,,3,93
370,1,-1,0,18,-1,,3,93
193,1,-1,1,3,-1,,3,93
582,1,-1,2,5,-1,,3,93
210,1,-1,0,19,-1,,3,93
171,1,-1,1,90,-1,,3,93
9,1,-1,1,39,-1,,3,93
342,1,-1,0,23,-1,,3,93
307,1,-1,2,17,-1,,3,93
346,1,-1,1,74,-1,,3,93
217,1,-1,0,88,-1,,3,93
1033,1,-1,1,49,-1,,3,93
40,1,-1,0,91,-1,,3,93
652,1,-1,0,6,-1,,3,93
980,1,-1,1,69,-1,,3,93
941,1,-1,1,3,3,,3,93
227,1,-1,1,95,-1,,3,93
537,1,-1,1,80,-1,,3,93
211,1,-1,0,15,-1,,3,93
977,1,-1,1,83,-1,,3,93
116,1,-1,0,3,7,,3,93
307,1,-1,2,11,-1,,3,93
283,1,-1,0,0,-1,,3,93
263,1,-1,0,81,-1,,3,93
88,1,-1,0,87,-1,,3,93
322,1,-1,1,18,-1,,3,93
312,1,-1,1,72,-1,,3,93
107,1,-1,0,86,-1,,3,93
81,1,-1,3,22,-1,,3,93
676,1,-1,1,51,-1,,3,93
423,1,-1,2,0,-1,,3,93
312,1,-1,1,79,-1,,3,93
142,1,-1,1,68,-1,,3,93
982,1,-1,1,41,-1,,3,93
60,1,-1,0,16,-1,,3,93
312,1,-1,1,75,-1,,3,93
582,1,-1,2,6,-1,,3,93
537,1,-1,1,77,-1,,3,93
977,1,-1,0,83,-1,,3,93
660,1,-1,1,6,-1,,3,93
269,1,-1,0,22,-1,,3,93
145,1,-1,0,82,-1,,3,93
594,1,-1,1,1,-1,,3,93
941,1,-1,0,0,3,,3,93
764,1,-1,1,77,-1,,4,93
30,1,-1,1,40,-1,,4,93
21,1,-1,2,0,-1,,4,93
478,1,-1,0,3,8,,4,93
745,1,-1,1,23,-1,,4,93
1045,1,-1,1,6,-1,,4,93
728,1,-1,1,94,-1,,4,93
715,1,-1,0,3,7,,4,93
890,1,-1,0,0,9,,4,93
689,1,-1,1,0,7,,4,93
935,1,-1,1,58,-1,,4,93
689,1,-1,0,0,7,,4,93
716,1,-1,0,18,-1,,4,93
27,1,-1,99,0,4,,4,93
399,1,-1,1,19,-1,,4,93
432,1,-1,1,3,4,,4,93
17,1,-1,1,3,12,,4,93
365,1,-1,0,19,-1,,4,93
152,1,-1,0,12,-1,,4,93
559,1,-1,0,7,-1,,4,93
409,1,-1,1,4,8,,4,93
449,1,-1,0,22,-1,,4,93
69,1,-1,99,7,-1,,4,93
425,1,-1,0,5,-1,,4,93
17,1,-1,0,3,12,,4,93
21,1,-1,2,11,-1,,4,93
152,1,-1,1,12,-1,,4,93
551,1,-1,0,88,-1,,4,93
563,1,-1,1,8,-1,,4,93
506,1,-1,1,0,-1,,4,93
672,1,-1,1,1,-1,,4,93
627,1,-1,1,0,5,,4,93
12,1,-1,2,9,-1,,4,93
26,1,-1,2,0,5,,4,93
626,1,-1,1,80,-1,,4,93
22,1,-1,2,0,8,,4,93
579,1,-1,1,60,-1,,4,93
152,1,-1,1,69,-1,,4,93
517,1,-1,0,95,-1,,4,93
12,1,-1,2,3,4,,4,93
22,1,-1,1,4,9,,4,93
372,1,-1,0,90,-1,,4,93
741,1,-1,1,46,-1,,4,93
1093,1,-1,0,3,5,,4,93
1757,1,-1,3,0,9,,4,93
519,1,-1,1,4,7,,4,93
27,1,-1,1,53,-1,,4,93
627,1,-1,1,68,-1,,4,93
298,1,-1,1,86,-1,,4,93
461,1,-1,0,0,6,,4,93
12,1,-1,2,3,-1,,4,93
1757,1,-1,3,0,-1,,4,93
1001,1,-1,0,87,-1,,4,93
410,1,-1,0,3,4,,4,93
1091,1,-1,1,52,-1,,4,93
530,1,-1,1,2,4,,4,93
1757,1,-1,3,10,-1,,4,93
16,1,-1,99,15,-1,,4,93
492,1,-1,1,1,4,,4,93
533,1,-1,1,67,-1,,4,93
530,1,-1,1,2,-1,,4,93
1046,1,-1,1,16,-1,,4,93
715,1,-1,1,3,7,,4,93
433,1,-1,1,3,6,,4,93
344,1,-1,0,15,-1,,4,93
1045,1,-1,0,6,-1,,4,93
28,1,-1,99,0,5,,4,93
621,1,-1,1,4,6,,4,93
511,1,-1,1,72,-1,,4,93
17,1,-1,0,0,12,,4,93
27,1,-1,1,61,-1,,4,93
1091,1,-1,1,39,-1,,4,93
391,1,-1,0,0,-1,,4,93
659,1,-1,1,82,-1,,4,93
20,1,-1,2,0,4,,4,93
813,1,-1,1,89,-1,,4,93
298,1,-1,0,86,-1,,4,93
365,1,-1,0,81,-1,,4,93
1196,1,-1,1,47,-1,,4,93
1757,1,-1,3,5,-1,,4,93
18,1,-1,2,15,-1,,4,93
745,1,-1,0,23,-1,,4,93
16,1,-1,99,22,-1,,4,93
428,1,-1,1,0,8,,4,93
1012,1,-1,0,20,-1,,4,93
506,1,-1,1,79,-1,,4,93
25,1,-1,99,5,-1,,4,93
1046,1,-1,0,16,-1,,4,93
478,1,-1,1,3,8,,4,93
530,1,-1,1,65,-1,,4,93
21,1,-1,2,17,-1,,4,93
22,1,-1,1,0,9,,4,93
394,1,-1,0,0,8,,4,93
447,1,-1,0,93,-1,,4,93
549,1,-1,1,4,4,,4,93
1757,1,-1,3,20,-1,,4,93
433,1,-1,0,3,6,,4,93
486,1,-1,1,0,4,,4,93
442,1,-1,1,76,-1,,4,93
483,1,-1,0,0,5,,4,93
801,1,-1,1,96,-1,,4,93
764,1,-1,1,20,-1,,4,93
501,1,-1,1,4,-1,,4,93
490,1,-1,1,3,-1,,4,93
20,1,-1,2,22,-1,,4,93
483,1,-1,0,3,-1,,4,93
813,1,-1,0,89,-1,,4,93
464,1,-1,1,5,-1,,4,93
598,1,-1,1,75,-1,,4,93
16,1,-1,2,19,-1,,4,93
659,1,-1,0,82,-1,,4,93
728,1,-1,0,94,-1,,4,93
619,1,-1,1,51,-1,,4,93
514,1,-1,1,4,5,,4,93
1091,1,-1,1,45,-1,,4,93
594,1,-1,1,7,-1,,4,93
517,1,-1,1,95,-1,,4,93
1301,1,-1,1,1,5,,4,93
372,1,-1,1,90,-1,,4,93
1001,1,-1,1,87,-1,,4,93
27,1,-1,99,0,-1,,4,93
485,1,-1,1,22,-1,,4,93
267,1,-1,0,0,4,,4,93
17,1,-1,1,0,12,,4,93
383,1,-1,1,15,-1,,4,93
454,1,-1,1,93,-1,,4,93
365,1,-1,1,81,-1,,4,93
1093,1,-1,1,3,5,,4,93
1757,1,-1,3,22,-1,,4,93
450,1,-1,1,74,-1,,4,93
568,1,-1,1,88,-1,,4,93
475,1,-1,0,17,-1,,4,93
533,1,-1,1,17,-1,,4,93
461,1,-1,1,0,6,,4,93
716,1,-1,1,18,-1,,4,93
12,1,-1,2,88,-1,,4,93
12,1,-1,2,93,-1,,4,93
17,1,-1,2,5,-1,,4,93
55,1,-1,99,0,5,,5,93
485,1,-1,1,0,6,,5,93
82,1,-1,1,73,-1,,5,93
397,1,-1,0,0,5,,5,93
768,1,-1,0,82,-1,,5,93
819,1,-1,1,89,-1,,5,93
698,1,-1,1,51,-1,,5,93
938,1,-1,0,0,9,,5,93
582,1,-1,2,6,-1,,5,93
477,1,-1,1,93,-1,,5,93
663,1,-1,1,3,7,,5,93
1028,1,-1,99,17,-1,,5,93
27,1,-1,1,61,-1,,5,93
708,1,-1,99,12,-1,,5,93
12,1,-1,2,9,-1,,5,93
1089,1,-1,0,87,-1,,5,93
988,1,-1,1,12,-1,,5,93
513,1,-1,1,3,-1,,5,93
950,1,-1,3,12,-1,,5,93
16,1,-1,2,19,-1,,5,93
912,1,-1,1,4,6,,5,93
278,1,-1,2,15,-1,,5,93
532,1,-1,1,72,-1,,5,93
409,1,-1,1,4,8,,5,93
935,1,-1,1,58,-1,,5,93
946,1,-1,99,20,-1,,5,93
37,1,-1,1,0,9,,5,93
428,1,-1,1,0,8,,5,93
27,1,-1,1,53,-1,,5,93
663,1,-1,0,3,7,,5,93
977,1,-1,1,83,-1,,5,93
122,1,-1,2,0,-1,,5,93
757,1,-1,1,16,-1,,5,93
356,1,-1,99,5,-1,,5,93
1100,1,-1,1,52,-1,,5,93
638,1,-1,1,7,-1,,5,93
1838,1,-1,3,20,-1,,5,93
1064,1,-1,1,47,-1,,5,93
445,1,-1,1,81,-1,,5,93
728,1,-1,1,75,-1,,5,93
22,1,-1,2,0,8,,5,93
454,1,-1,0,19,-1,,5,93
528,1,-1,0,5,-1,,5,93
1838,1,-1,3,0,9,,5,93
785,1,-1,0,18,-1,,5,93
394,1,-1,0,0,8,,5,93
532,1,-1,1,40,-1,,5,93
16,1,-1,99,15,-1,,5,93
977,1,-1,0,83,-1,,5,93
1838,1,-1,3,10,-1,,5,93
1020,1,-1,1,6,-1,,5,93
1202,1,-1,1,1,5,,5,93
434,1,-1,1,3,6,,5,93
478,1,-1,1,3,8,,5,93
445,1,-1,0,81,-1,,5,93
604,1,-1,0,7,-1,,5,93
37,1,-1,1,4,9,,5,93
549,1,-1,1,74,-1,,5,93
458,1,-1,0,0,-1,,5,93
1089,1,-1,1,87,-1,,5,93
508,1,-1,0,3,-1,,5,93
543,1,-1,1,88,-1,,5,93
523,1,-1,0,17,-1,,5,93
625,1,-1,1,8,-1,,5,93
776,1,-1,99,22,-1,,5,93
485,1,-1,0,0,6,,5,93
587,1,-1,1,4,-1,,5,93
1100,1,-1,1,39,-1,,5,93
420,1,-1,0,15,-1,,5,93
511,1,-1,0,22,-1,,5,93
530,1,-1,1,65,-1,,5,93
580,1,-1,1,79,-1,,5,93
982,1,-1,1,41,-1,,5,93
40,1,-1,0,91,-1,,5,93
766,1,-1,0,23,-1,,5,93
888,1,-1,1,77,-1,,5,93
784,1,-1,1,46,-1,,5,93
725,1,-1,1,4,7,,5,93
757,1,-1,0,16,-1,,5,93
669,1,-1,0,0,7,,5,93
993,1,-1,1,69,-1,,5,93
464,1,-1,1,4,5,,5,93
529,1,-1,1,0,12,,5,93
69,1,-1,99,7,-1,,5,93
819,1,-1,0,89,-1,,5,93
740,1,-1,0,94,-1,,5,93
552,1,-1,1,5,-1,,5,93
954,1,-1,99,18,-1,,5,93
371,1,-1,1,86,-1,,5,93
472,1,-1,0,93,-1,,5,93
579,1,-1,1,60,-1,,5,93
434,1,-1,0,3,6,,5,93
1838,1,-1,3,5,-1,,5,93
40,1,-1,1,91,-1,,5,93
530,1,-1,1,22,-1,,5,93
580,1,-1,1,95,-1,,5,93
129,1,-1,2,22,-1,,5,93
87,1,-1,2,17,-1,,5,93
553,1,-1,2,12,-1,,5,93
989,1,-1,0,6,-1,,5,93
746,1,-1,1,80,-1,,5,93
633,1,-1,1,67,-1,,5,93
787,1,-1,1,20,-1,,5,93
607,1,-1,1,68,-1,,5,93
105,1,-1,2,11,-1,,5,93
529,1,-1,0,0,12,,5,93
533,1,-1,0,88,-1,,5,93
443,1,-1,0,90,-1,,5,93
205,1,-1,2,5,-1,,5,93
443,1,-1,1,90,-1,,5,93
580,1,-1,0,95,-1,,5,93
834,1,-1,1,96,-1,,5,93
1838,1,-1,3,22,-1,,5,93
12,1,-1,2,93,-1,,5,93
562,1,-1,1,17,-1,,5,93
12,1,-1,2,88,-1,,5,93
1162,1,-1,1,3,5,,5,93
1162,1,-1,0,3,5,,5,93
529,1,-1,1,3,12,,5,93
740,1,-1,1,94,-1,,5,93
854,1,-1,0,12,-1,,5,93
922,1,-1,0,20,-1,,5,93
669,1,-1,1,0,7,,5,93
181,1,-1,99,0,-1,,5,93
492,1,-1,1,19,-1,,5,93
768,1,-1,1,82,-1,,5,93
12,1,-1,2,3,-1,,5,93
751,1,-1,1,1,-1,,5,93
478,1,-1,0,3,8,,5,93
1100,1,-1,1,45,-1,,5,93
530,1,-1,1,2,-1,,5,93
557,1,-1,1,0,-1,,5,93
775,1,-1,1,18,-1,,5,93
568,1,-1,1,0,5,,5,93
766,1,-1,1,23,-1,,5,93
529,1,-1,0,3,12,,5,93
451,1,-1,1,15,-1,,5,93
1394,1,-1,3,0,-1,,5,93
1033,1,-1,1,49,-1,,5,93
567,1,-1,1,76,-1,,5,93
57,1,-1,2,0,5,,5,93
371,1,-1,0,86,-1,,5,93
1146,1,-1,1,0,6,,6,93
2702,1,-1,0,0,5,,6,93
1423,1,-1,1,93,-1,,6,93
1155,1,-1,1,3,7,,6,93
1423,1,-1,1,3,-1,,6,93
2546,1,-1,0,0,4,,6,93
